scale,mean,var
1290.0689706401583,3301.766187785116,1664277.9490085575
1386.1994837837722,2358.0566487369783,1921549.0088423965
2306.698036272821,7564.762306801934,5320855.830544888
2981.223960663864,7550.053789065159,8887696.303636337
1488.7220621054405,2722.703819704501,2216293.3781994754
1609.1925931598882,2908.6663716211615,2589500.8018806456
1871.4364584470475,5138.385510996119,3502274.418004828
1583.8668139665936,3513.095390481378,2508634.084384688
4021.903896452254,8734.347994825355,16175710.952297822
3028.3409935732925,4949.03186491455,9170849.173356477
2747.3707527105134,4466.712875331927,7548046.0528491335
2249.099459049914,6446.912507659836,5058448.376698615
2923.8156569738035,5472.990740110302,8548697.995965155
3019.351522127074,5756.220126642609,9116483.61417108
1623.7978119516576,1926.0024511472732,2636719.334098991
1856.4880214936688,4500.826717505277,3446547.7739494774
2330.885340313547,3854.4004902294546,5433026.469688602
2803.34710203751,5604.683257302377,7858754.974502104
1989.4803661347757,3716.1517668686593,3958032.1272357614
2087.25200561875,6454.370055150814,4356620.9349594945
2194.1692362501853,3857.590249880847,4814378.637306722
2364.212692623535,5328.94988765575,5589501.655962225
1187.8155894994363,3862.375774494451,1410905.8746578933
1622.2023850089222,4145.7790563083,2631540.5779286353
3264.4297563819937,6315.936474433172,10656501.634352202
2654.1862620107313,2943.7561108463265,7044704.713446498
1848.3785163541054,3852.1143187853204,3416503.139719404
2303.395986042445,6278.832777286036,5305633.068516449
2931.1861173696107,5483.28882685368,8591852.054660333
3284.0066328162484,7726.160413971539,10784699.564381113
1510.805829768454,3138.883025805134,2282534.255262347
1819.7812286799472,4947.99359978212,3311603.7202558983
1514.3058407627811,2475.5805814666032,2293122.179368274
1662.0202950481662,2507.4218015932456,2762311.4611519934
992.599747911832,1780.2276162592768,985254.2595546325
1404.715248071511,4290.979709947573,1973224.928164607
1742.722738508355,2659.5765643085724,3037082.5433140597
1783.554821620162,2795.18907877715,3181067.8017245284
954.2301416534123,3334.8433308367944,910555.1632398913
1445.3401581023904,5029.0563763872815,2089008.1726234427
1933.5758468994125,4726.887996187104,3738715.5557127804
1505.8247114214832,2523.3496289235377,2267508.0615275935
1377.5810691772313,3206.0634574794035,1897729.6021554833
1600.4867886156023,3862.2846054333763,2561557.960533084
2455.180453124426,6478.245182814734,6027911.057404262
2306.1033156103517,6695.718458500715,5318112.5022690585
1692.45152353063,3628.322802478382,2864392.159501151
1639.4642924010616,5277.967930823177,2687843.166058114
1633.8694784693685,5830.083270919861,2669529.472673766
1949.8097942276286,4372.649417852523,3801758.233665987
1364.3061560314936,3713.213930687002,1861331.28738543
2211.929991073452,8610.269558112617,4892634.285410202
1615.1524126613454,5434.1060121195615,2608717.316125765
1675.8844124028656,4657.105807857289,2808588.563734898
1493.2342193220525,6226.8108531354255,2229748.43375434
1859.856390118495,7454.245318989582,3459065.7918645996
2276.4554334478084,4921.144685776537,5182249.340474049
1671.0541103180176,1861.894124055287,2792421.8396107415
2003.0862772444673,6861.437734050521,4012354.634085099
1938.082820629025,4505.400081704909,3756165.0196173578
2454.09221502474,6477.1229658882,6022568.599845036
3123.055019772568,6794.0409205419755,9753472.656526634
2046.2656521855054,8841.473411860828,4187203.1193141714
1545.0450081714262,6648.8382923674,2387164.0772754424
1365.4179850589173,5550.343296793082,1864366.273922354
2145.378933291608,6565.889902634984,4602650.767411439
1996.441331890791,6516.201811125485,3985777.9916818757
2908.116324048725,10463.885817389528,8457140.55419867
1845.8787122717454,4454.644924082522,3407268.220417997
1963.9777973371476,5797.02226458773,3857208.7884332743
1797.8129435352541,6309.936202083475,3232131.379942895
1666.8281691819714,4812.761149315721,2778316.1455785227
3635.6894020691216,6060.00449377,13218237.428317728
2825.184222987341,4133.642745284946,7981665.893816586
2878.2933859354907,3874.1108463266833,8284572.815519992
1949.443757494578,4001.609110097365,3800330.963634579
3271.045672151185,6314.2504936338255,10699739.789298998
3552.768869646052,6695.546333492204,12622166.641126085
1756.7870656762052,2850.4198270579423,3086300.7941272114
1845.865426018607,4703.6788316198,3407219.1709708534
1969.2388891350533,3558.3526928576293,3877901.802481859
2574.5789338405857,5336.237761285491,6628456.686575728
2024.8082261079492,5591.701845169197,4099848.3525144197
1883.6774803332314,5977.598692721454,3548240.8499145517
1976.6096980828702,3816.3639953700554,3906985.8985552555
2774.3185399151466,6647.615510315245,7696843.360916912
1296.0261156108927,5091.517055899775,1679683.6923454588
1587.7459486357704,4499.295635596105,2520937.197409303
3646.982728164609,6066.146251787295,13300483.019530972
3444.759621222709,6106.775788111936,11866368.848006422
2543.6407685258596,5717.61687206373,6470108.359306826
2338.967553610049,6744.237761285491,5470769.216840578
4053.228725383405,8751.637094028732,16428663.100273184
5355.574391519204,11715.735139919658,28682177.063096292
2771.2239107891437,6541.814257506639,7679681.963729475
2649.8766239805514,8072.622182882821,7021846.122318564
2234.7240045682724,4560.744740246477,4993991.376593656
3002.307965676007,6114.070198134405,9013853.120761603
1788.9368118717696,5010.100360863348,3200294.916869931
2024.6789364326323,7866.800503846939,4099324.7956339754
2130.2458052622237,4609.223122489277,4537947.1908373
2584.680977926228,6014.140600531082,6680575.757653683
1720.8021015284512,6560.696398175257,2961159.8726247344
1694.2504846522422,6666.52209436917,2870484.7047443576
2135.8042582426974,3630.2533533056444,4561659.82952764
1803.8879149770346,2622.217198883366,3254011.609800193
1360.1342822380266,3889.1979301423025,1849965.2657191516
1522.0926591028551,2974.4191461837,2316766.0628948007
2289.203697089442,4927.678627357527,5240453.56676797
3388.0649691069675,5698.214883910941,11478984.234889796
2068.9447521180737,4144.8951453666505,4280532.387316917
1677.6964845676557,3306.7278545652616,2814665.49433067
1437.3794538336167,4380.352965207327,2066059.6943030262
2169.0869995826442,3215.9941444815145,4704938.411758438
1447.1068859585507,3201.727650302989,2094118.3393886536
2118.045627645609,5849.65098386328,4486117.280788681
1842.851258539316,4396.183904132907,3396100.7610999406
2001.370808184436,4763.421733505821,4005485.1118528233
1594.1348190166643,7334.082521958195,2541265.8212012933
1666.9876080181239,6190.6400217879755,2778847.685285986
2133.146698668827,3629.3794512153604,4550314.838041715
1487.089797147561,1961.6998025464698,2211436.064780374
1869.8967027817362,6696.705658064955,3496513.679074009
1469.9121780433857,3341.0744876421327,2160641.8111602496
1940.237424461046,4731.258868387009,3764521.2632792327
3214.5001717412156,5528.703751617077,10333011.354124304
1665.0175031099523,7204.631306597671,2772283.2856624997
1375.801389540894,3884.037924695309,1892829.4634626545
1252.1607029676964,4940.495812623409,1567906.4260565552
1245.4667660581663,4724.22557363655,1551187.465355387
1403.2445604341299,6135.80915094982,1969095.2963879744
1818.4488270013403,8036.497242459318,3306756.136422551
1220.9644126124058,4253.329475045959,1490754.0968659571
1993.0734699342531,6064.007217266971,3972341.856555764
1422.961759487961,6351.496697759923,2024820.1689650738
1251.577947340772,4063.9737863416626,1566447.35826974
2117.5024493195315,4603.0576700483425,4483816.622874215
1496.5153792709823,2697.143596377749,2239558.280394572
1956.1996649974476,3855.091305235923,3826717.129336126
1676.36122486722,4453.799278273303,2810186.956238326
1743.0268055541537,2658.165656703207,3038142.444880318
1783.5725478347797,3319.4141077143054,3181131.0333898477
1371.5348658471112,1913.4723224620413,1881107.8882342535
1192.1232953197764,2911.5895690066045,1421157.951244083
1254.200629501542,1992.769115544359,1573019.2190420642
1599.1003625670269,3612.45421120719,2557121.969561997
1331.3416428398846,3869.2100497038195,1772470.5699596026
1172.253828784409,3599.150064683053,1374179.0390997068
1496.566931144763,1912.5033022400762,2239712.5793960537
1663.7670965136183,3008.940968203173,2768120.9514413555
1529.296954551979,3522.5863688976647,2338749.175201958
1339.1109681304574,2289.4421597330975,1793218.1849672908
1977.4020879829436,3815.5487165520526,3910119.017559305
2035.3778726871274,4199.601688568121,4142763.0846243757
1976.3923808727639,5014.900524273166,3906126.843171912
2026.5963923032343,5132.929052903929,4107092.9372964846
2206.788805079798,3863.9061074419556,4869916.830225523
3013.72362772776,6281.812419146184,9082530.104324568
2652.9639482651182,4825.750187240416,7038217.710794445
1645.9569440267796,4223.833526247702,2709174.2615899756
1458.0571435250997,2326.7482807925376,2125930.633784573
2245.2424276955708,3401.6248382923673,5041113.559124301
1709.1096363050874,2759.8441478858854,2921055.748910908
1677.8263398465367,4020.0587594471303,2815101.226682826
1500.082076741261,1914.1614352829033,2250246.2369603748
1802.1584515047084,2589.561857424934,3247775.084329848
1491.5563079100325,4287.662014026009,2224740.2196662077
1763.5103379540976,3763.942942738476,3109968.712070976
1219.04197498943,4252.9673861237825,1486063.33678613
1314.6819264780602,3322.430789133247,1728388.5678080637
1684.376129194798,5147.374753183087,2837122.944601251
2471.8873100139936,4040.4691223531013,6110226.873408218
1847.0933560115038,4455.586709334786,3411753.8658218402
2255.310290750509,4698.406958534759,5086424.507565146
2207.4790534347453,3137.1278681827466,4872963.771353158
1915.059530457276,2531.1734186695717,3667453.005195242
1576.833866786784,3386.4514196227956,2486405.0434457613
1492.3853316176765,2725.0513379178865,2227213.978027602
1308.438296123126,2758.2509702457955,1712010.7747615895
3022.808454359136,4936.565738408116,9137370.951745069
1605.8380893539525,4168.750527677538,2578715.9692199524
1499.4377395475199,4388.438006400218,2248313.5347793764
4278.0614833654945,8955.262953632464,18301810.055455375
4244.714637983434,6243.380676788997,18017602.357910834
1840.835734002483,4388.637706815552,3388676.1995804603
1240.022440990388,2105.0901477497105,1537655.6541597603
3164.864019355305,8633.862531490433,10016364.261009818
1998.727452927531,4151.220739429427,3994911.431086175
1615.5279460246936,5438.185538231089,2609930.5443867655
2327.676503797996,6001.966296724995,5418077.906333261
3894.8844468514917,10753.692857629196,15170124.854325652
1611.7165738718359,5585.55763600463,2597630.3144931686
1538.1365370813164,6755.444474705522,2365864.0067045037
1835.9134102289997,6748.828351603459,3370578.049858676
3085.392533470783,8832.904541431197,9519647.085597256
5207.738396355479,12356.62007217267,27120539.204875138
1609.5520331211744,4167.365220943691,2590657.7473245063
1813.2476051207027,6852.273983795193,3287866.877475964
3342.540641781821,7763.32532171308,11172577.941963226
1771.3337353623463,4631.844147885886,3137623.2020327225
2225.1671399377956,4551.7996187104245,4951368.80065895
1339.4528485790236,1967.0347245863688,1794133.9335664606
1929.8454739418044,1860.7352080070812,3724303.5532936673
1663.1520495690174,4727.257234288827,2766074.7399856234
1515.104565880537,2475.6434261591885,2295541.8455520505
1453.9154003714416,1738.6488731531285,2113869.9914372494
1098.5850654695646,422.0626404303125,1206889.1460727677
1246.0389756456732,2557.625859603731,1552613.1288281186
1489.2485008927536,2863.726288554504,2217861.097411314
1718.4983975925616,4361.963573228025,2953236.7425282015
2107.3337382425184,6812.296316470348,4440855.484335187
1543.184051077862,5489.893579355893,2381417.0155010815
1459.4624079775995,2323.8161639545174,2130030.5202997727
1458.8222784229845,2952.167767413359,2128162.4400232276
1341.517455524426,2451.3921835636957,1799669.0834767304
1448.3835048051678,2681.9516579287806,2097814.7769917017
1973.4170238292945,3560.469803227344,3894374.7499392703
1466.193563517659,2475.7180499761694,2149723.5657006116
1461.3880997218337,3120.6723633144957,2135655.1780085918
1682.8423215248536,5181.010553550759,2831958.2791151586
2345.6987396502514,3864.908967113774,5502302.577196778
2650.5603877029284,5123.71804997617,7025470.368859897
2000.6826807163925,2577.3614080479338,4002731.1889185305
1874.9405278953027,4409.142098454416,3515401.9831443164
1490.7018346484347,2867.285490569892,2222191.959824209
1795.9807755658424,3452.7355484442023,3225546.946202085
1398.4525844613524,4849.720092598897,1955669.6309866358
2000.4950376146846,7580.30530401035,4001980.395520978
1256.765612904473,1995.6785592701028,1579459.8057791556
1501.7181858614117,2005.9173418669573,2255157.5097468896
825.4334602083696,2309.9155035065023,681340.3972315621
1342.8753504493795,4625.27105603595,1803314.2068445438
1249.3632766108724,4935.075032341527,1560908.5969438553
740.4843378822644,2583.5120174303806,548317.0546489356
828.7038111956887,3307.604207802819,686750.0066902596
1305.2408478125753,4382.04738884728,1703653.6707984905
1361.3049406843768,5548.982841969088,1853151.1415316944
1341.4607045529708,4289.524885953564,1799516.821859753
1572.3766517075717,2571.879212909376,2472368.334835114
1532.0256327376414,4280.745625382991,2347102.5393651705
1275.2136087523302,5674.692040580105,1626169.7479471413
1288.7266270630732,3300.5168516375024,1660816.3193013654
1094.7000235707894,3584.9069244910465,1198368.141605887
2859.808326060165,8342.524545516442,8178503.661803044
1536.9455413227458,6755.008170490911,2362201.596991868
1333.2125667566359,5062.3603186491455,1777455.7481578172
1760.9103664673728,6496.806699802546,3100805.318732257
3137.5602272297424,9733.510179069926,9844284.179493953
1436.6905904180041,4371.036835296521,2064079.8525956336
1037.6253285940306,1508.4156056376387,1076666.32253987
2659.0742125852994,7604.876625587254,7070675.668036129
1873.2680151302682,3268.5393885749304,3509133.056510095
1638.299152083406,5838.081772996527,2684024.111717207
2268.946992414256,4319.924627221352,5148120.454385698
2686.472171015328,9429.287328930346,7217132.725639809
1651.29396004446,6577.661265064343,2726771.742479314
1275.4881370320697,5670.381493838088,1626869.9877095397
1533.2673475976148,5598.0174984680325,2350908.7592090247
2449.2039045663532,8132.713011506775,5998599.7661430705
2988.804555000003,9467.603390753728,8932952.667988764
1584.2784197500578,3388.0642064410704,2509938.11128574
1330.497160158637,3911.3959964594537,1770222.6931901977
1947.3242162177203,5848.426431538095,3792071.6030679583
1406.822271416082,2846.1391706951727,1979148.9033523044
2631.961477549923,8051.119016817594,6927221.2193067735
1786.0341402164056,4704.831483624975,3189917.9500185554
2046.8511030710463,5398.933478586505,4189599.438143159
1662.9339221089976,5640.427589024307,2765349.2293008137
1811.381312600761,4937.5682576428135,3281102.2596392557
1764.0275752366917,5198.072240757132,3111793.2861954425
970.8386544331673,1971.2462722135222,942527.6929416029
1266.2551993175002,3506.0080343160616,1603402.2297986022
1848.733489718094,4391.736025056172,3417815.5160052422
2002.9312771149332,6157.607407911759,4011733.7008452574
1731.1650335639501,4587.94028732893,2996932.373434473
2168.5357911047977,6674.086879553346,4702547.477302511
1637.9214274577234,4214.021379451216,2682786.6025251467
1476.2136652097968,5955.099543814257,2179206.785352142
2434.7998449147262,5493.49199972765,5928250.284796775
1698.0031768387737,4520.601143868727,2883214.788554568
1834.7990496753716,4691.3640634574795,3366487.552689647
1371.5608847370167,2046.838632804521,1881179.2605405883
1358.8306707791276,2994.00864710288,1846420.791850054
1377.5776792990825,4074.294478109893,1897720.2625030458
1856.918547423479,4502.850003404371,3448146.4917653226
2043.991274465693,5699.4480152515835,4177900.330091888
1106.3905859474678,2583.346973513992,1224100.1286731812
1269.9082989583112,3514.9987744263635,1612667.0877631917
1237.8033312026325,2551.3131340641385,1532157.0867363338
1403.3787725108068,2567.2662899162524,1969471.979133939
1169.2631812614047,1972.031252127732,1367176.3870535407
1234.1283300085806,3799.337917886566,1523072.7349297681
1191.3004818100605,2906.648668890856,1419196.8379608823
1175.5985167639344,2906.706883638592,1382031.8726175628
920.7196745844598,3446.9772588002998,847724.7191669134
1037.599549174051,3707.072104582284,1076612.8244461939
1364.1973532374575,3871.459522026282,1861034.418580084
1002.3751557042895,2144.1930959351807,1004755.9527731986
1163.9924691191839,2436.621774358276,1354878.4681661741
1223.8860569034512,2460.550622999932,1497897.0802826774
1542.8170723926917,6642.0793218492545,2380284.518866356
1529.6841782817107,6026.0038128957585,2339933.6852853927
1187.0139250630484,3062.9163205555933,1409002.0582935845
1201.3083997498309,4284.057806223191,1443141.8713094995
1641.9263208784123,6567.213045550487,2695922.043193319
1778.3802609946604,4711.515898413563,3162636.352695436
1302.2945992289558,3718.665214134949,1695971.2231809068
2426.1743586112957,7397.406005310819,5886322.018382931
1612.7969671937465,5577.142711241234,2601114.057389347
1239.239476024771,4297.264928167768,1535714.4789381488
1697.73471293462,5518.224484237761,2882303.155503196
1787.1574116633321,5210.5165112003815,3193931.614063181
1672.2775769814718,3294.3597739497513,2796512.2944750227
1041.5826503763246,1350.0276434942466,1084894.417564969
1840.1630499168384,5524.602165180091,3386200.050279241
1711.8697634425298,2362.1129570368353,2930498.086988783
1638.0092900786306,5277.465037107646,2683074.434383899
1869.0453893556457,3899.6846190508613,3493330.667471597
1905.7468323511741,7088.459522026282,3631870.989016534
1203.923074838917,4281.601348131,1449430.7701295924
1526.7083185654196,4277.239735820794,2330838.2899768506
3664.9002592283337,5964.606386600395,13431493.910091907
3193.8372159479736,6108.449921699462,10200596.161974303
3489.5842350833996,7688.792605705727,12177198.133742595
1908.8788888225986,2524.716824402533,3643818.612192599
1916.9800979773213,3555.521822019473,3674812.6960411402
1814.9407263573091,4000.6523456117657,3294009.8401903966
1253.2508388945253,2120.508681146592,1570637.665189831
2326.792530531058,6729.860148430585,5413963.480135126
1727.3959210090393,4634.788452372847,2983896.667918667
1933.2031333281159,5096.566078845237,3737274.354709645
1675.7658984619081,3564.4870293456797,2808191.3464478464
2302.0799892859004,6283.364812419146,5299572.277070572
2468.427800876077,7381.723496970109,6093135.808137907
1480.5283239268965,3643.5098386328045,2191964.117949785
1379.5343931579228,4078.109416490774,1903115.1419055983
1682.8094282485292,5172.376863893239,2831847.571802142
2576.7443501701428,8472.684210526315,6639611.446133752
2522.8252883334426,7925.688023422074,6364647.435454719
2319.974295473654,8392.169333424117,5382280.731658477
2026.4854654613725,5128.536733165384,4106643.341726196
2471.6189107996806,7057.663580036768,6108900.0402226
3455.885629781191,7896.977803499693,11943145.486128137
2338.935411792271,5901.660652277525,5470618.8605358815
1951.7623287674685,4001.9434874378703,3809376.187995812
1882.1347225023458,5103.4363042146115,3542431.1136489823
1826.2005304808329,4531.33893919793,3335008.3775284756
1676.8764925938735,3565.149724245932,2811914.771413931
2259.23860088276,6453.642541022673,5104159.05571869
2960.3011605303036,9179.603390753728,8763382.961037062
2096.1201810494854,6025.495472186287,4393719.813402927
1665.4882972049313,5653.689385170559,2773851.2681265813
1664.2586011857597,4729.761966364812,2769756.6916207816
3001.889527653491,7129.4821951385575,9011340.736235699
2596.83360131869,5849.882549193164,6743544.752937797
2468.572730641574,7207.6530264860085,6093851.3264671955
1678.0487825123698,4456.09110097365,2815847.7164912466
1937.5348850277303,6087.609178184789,3754041.43069942
1615.3325440567999,5571.515966500987,2609299.227889013
1405.345135155536,4092.5089534962895,1974994.9489053313
1467.798059058935,3335.182065772452,2154431.1421771767
1264.3209136833668,2405.0012255736365,1598507.3727771435
1198.872043441009,2519.605297201607,1437294.1765444207
1388.9292386147745,2140.31844488323,1929124.4298790172
1940.480467883876,4507.643358071764,3765464.446238826
2331.711308999147,4758.999319125757,5436877.628514515
1899.5015400020247,2802.145843262749,3608106.1004700637
1710.0635771313016,2362.680465717982,2924317.4378311033
1870.9958355676195,3271.19452577109,3500625.416711374
3005.397652630161,3735.3684891400558,9032415.05043488
1951.7642156365168,2657.336964662627,3809383.5534392274
2579.5774880351805,4195.209981616395,6654220.016777892
1997.5518601512777,4149.170695172602,3990213.4339938294
2578.1307302391633,5908.128208619868,6646758.062203522
2573.792146237334,5908.491659290529,6624406.012032982
2017.8528291466187,3733.1994280656363,4071730.0400950126
1519.6827514868116,2972.720092598897,2309435.6651665266
1041.4667954122008,1780.9486620821135,1084653.0859461587
1621.508790782673,3840.5949479131204,2629290.7585854866
1393.8696678800627,2141.66378429904,1942872.651036076
1599.5070887927582,3870.036631034248,2558422.9270982845
1853.2269543583773,4308.023013549398,3434450.1443604273
1760.2314732459317,4289.715394566623,3098414.839405543
1225.3754115345805,2466.2306801933682,1501544.8991935423
1304.2114439771462,4381.811738271941,1700967.4906009529
2708.994386862286,5887.982910056513,7338650.588051372
2336.7868863982294,6219.045550486825,5460572.952442731
2702.659589850573,7706.422890992034,7304368.858611268
2477.291586205878,4042.7597875672363,6136973.603086434
2347.1954098143183,6193.602165180091,5509326.291853406
2457.3362162064145,6011.148362497447,6038501.279479659
2094.0776943000683,3259.7808265813305,4385161.389765089
1685.0817077268157,6648.694083202832,2839500.361715521
1422.5898907651626,4501.650643426159,2023761.9973072375
1775.2819065971419,5461.0459590113705,3151625.847891183
1398.7464855273488,4083.3238237897463,1956491.7307751095
1440.3688043943491,5020.800163409818,2074662.2926724066
1766.9500489483844,5903.539048137809,3122112.475478698
1462.6379321952204,3413.0087832777285,2139309.72069631
1037.2297759590608,3707.4915231156806,1075845.6081360835
1336.8538989184995,4614.270647511405,1787178.3470535933
2104.911969248327,8806.044733437733,4430654.398284869
3323.2559565161705,8485.388166405664,11044030.152520206
2768.320277703743,7563.804929529516,7663597.159945729
1762.3827011452108,3754.921563287261,3105992.7852958897
2040.601768453271,6926.010145026214,4164055.5774146174
4133.028282858532,6457.5711854020565,17081922.78690855
1749.7272367476378,2352.9715394566624,3061545.403016524
1587.258912967533,4494.86791039695,2519390.8567948746
1635.177788897396,4889.255804452918,2673806.401303377
2214.9792610887316,6088.382515149452,4906133.1270531835
2339.7409283236475,5897.833458160278,5474387.611672803
1620.8761694062375,4144.189419214271,2627239.556549038
2075.6985103729476,6906.776400898754,4308524.305964473
2482.195801721462,6374.078777149861,6161295.998083652
1701.1460024045195,4523.610744195547,2893897.7214968777
1447.7099343633113,2676.2631578947367,2095864.054054223
2455.2815462237995,4525.781984067543,6028407.471227131
2433.1256796236976,3108.157350037448,5920100.57284428
2130.4689820825283,4088.1604139715396,4538898.083615764
1341.0288194769444,2289.787499148907,1798358.2946677268
1684.2819711298266,3160.246476475795,2836805.758272974
2181.3501253989148,4407.197521617757,4758288.369577861
1754.0410154945178,2356.2937291482262,3076659.884037039
1249.669670609247,4056.2162456594265,1561674.285640624
1048.877291994539,3690.4636753591612,1100143.5736617977
2097.7578745837154,4968.3072785456525,4400588.100377986
2087.2675682452086,3259.367672090965,4356685.901448267
1664.4130525318371,4806.193300197454,2770270.809438348
1690.7417175290127,4596.242255055491,2858607.555392956
1662.7259670507358,2758.794171716484,2764657.6415048046
1255.2726220125028,2120.9500238305986,1575709.3555741438
1403.613464616776,2838.3320623680806,1970130.7580535095
1580.0312197445958,3508.5897732688773,2496498.655367595
1257.846044684024,2413.7386123782935,1582176.6721272438
1726.0177789453655,4213.384762034452,2979137.373235493
1771.2629933563574,4620.0409886294,3137372.5916337236
1887.4331919107733,5714.586436985089,3562404.0539264902
4488.771158803836,8907.081228297133,20149066.516109135
2796.7567740301206,4074.813917069517,7821848.453083368
1665.1947054208406,6175.659086266766,2772873.4069616
1065.5020938337336,3485.4497174371895,1135294.7119640703
3498.4125997401784,9997.280724450195,12238890.718020832
2020.9377957014358,3730.827057942398,4084189.5740945786
1863.7091031217367,7455.134200313202,3473411.621058828
1957.4505815468078,8749.175801729421,3831612.7791979364
2907.716270030611,9081.095118131681,8454813.90700073
1788.288629140325,5214.584258187513,3197976.221112583
3132.470093761608,9721.118540205624,9812368.888310857
6309.460326887642,13512.573432287056,39809289.6165691
7284.885501238496,14436.074487642132,53069556.76615485
9109.380455308301,15618.69837271056,82980812.27955288
4247.5951947304575,6240.659358616464,18042064.93829727
5046.11994412153,8097.388574930211,25463326.490461078
7439.270977906105,8846.008034316063,55342752.682716064
2795.716448749111,4079.1371961598693,7816030.461806341
2023.2060879088212,7849.561244638116,4093362.8741513165
1220.0698830677095,3575.763123851025,1488570.5195688542
2101.288066549843,4017.825696193913,4415411.538624777
2475.2470396654153,7193.420780281882,6126847.907372403
1400.369580033294,4289.214134949275,1961034.9606826238
1308.4123555675426,3258.0548784639477,1711942.8922018053
946.744578669388,599.3076870701981,896325.2972398772
1238.5921255717287,3799.630149111459,1534110.453528293
2000.94510128465,7566.978075849391,4003781.2983550387
3089.3719899544717,11474.282698985497,9544219.292315252
6480.224252234598,17948.345747940355,41993306.35924945
5474.780022618103,13824.120650915776,29973216.296058286
1677.6714406475871,4016.567100156601,2814581.4627645505
1782.1352277161855,5771.276094505345,3176005.9698670204
4172.201230189106,5816.983386668482,17407263.105191495
2137.0935607094516,4088.7659835228433,4567168.887225803
1880.2453457147315,5970.438346837339,3535322.56008191
1282.9288442092572,4032.084019881528,1645906.4193041008
1917.8704485533824,5374.575270647511,3678227.057434352
2324.628326965954,8394.977054538027,5403896.85853253
2089.628912336789,6461.716892489957,4366548.991273833
2667.708230491487,8094.714986042078,7116667.2030320205
2173.8679892606633,4297.761149315721,4725702.034732199
2177.4893252281963,6685.730578062232,4741459.761482746
1536.9057896525503,5489.169537686389,2362079.4062675294
2242.502337028172,7745.521958194321,5028816.731576813
5010.35616598331,11696.059916933342,25103668.910006978
5464.658960117728,13833.108327091986,29862497.550394975
1170.2553452433067,3598.327296248383,1369497.573070531
1233.2711898008617,3981.476816232042,1520957.8275928332
1984.6255819392934,5467.657792605706,3938738.7004878786
2772.5381019557676,7569.446721590522,7686967.526796491
1814.9736679534694,8022.820249199973,3294129.415364471
1195.7433724414911,5269.174167631239,1429802.2127377507
2019.2483002008387,7032.775311499966,4077363.697863976
2702.9553923462295,7703.787567236332,7305967.853013559
2901.692300186301,10464.198679103969,8419818.204960465
2357.949105761556,8386.701232382378,5559923.985361721
3439.50293510757,5818.306052972016,11830180.440613588
3495.298281370132,7692.368693402329,12217110.075748997
2981.4418367252133,9457.132702389868,8888995.425775412
2974.9603228992373,7550.974603390754,8850388.922824735
3591.8412660181884,8324.138285558658,12901323.680271141
8807.651256824409,16354.443249131886,77574720.66184059
5209.755420654091,12347.32164499217,27141551.543034684
4119.540748376614,11699.411248042486,16970615.977535352
7500.327335788972,14634.711513583441,56254910.143983305
9112.56745085979,15628.020221965004,83038885.54646927
2117.46779003749,5835.3319942806565,4483669.841846251
904.7725419180782,1884.33621570096,818613.3526089005
5298.222731920572,11827.855178048614,28071164.11703989
2586.0100183406316,4200.45836454007,6687447.814958113
2214.9131575914953,8609.377272417785,4905840.295671929
1802.2513098408178,6316.614557091305,3248109.7838229435
5615.867825449738,16139.176142166541,31537971.432921574
2427.3085340728494,7407.145162388507,5891826.7195828855
2856.824761951722,8327.690815006468,8161447.720500513
6897.70042349728,10726.99312317015,47578271.13231456
8751.36380443175,13495.996595628787,76586368.43751815
8808.341088485526,16354.501804316742,77586872.73110236
3030.4669704130456,4941.470620276435,9183730.058764424
2451.761633255315,5985.0689044733435,6011135.106302768
3671.7437179497515,8197.509702457955,13481701.930303466
1726.503454717526,4225.12344250017,2980814.1791515523
2750.6335984424554,6522.883842854225,7565985.192880492
2127.605310607313,5437.806291278001,4526704.357724442
2306.713155247857,5527.429223122489,5320925.580593523
2090.727335087019,6012.639477088582,4371140.789680069
1504.3775687251318,3131.5280860625044,2263151.869283339
1320.283332747469,3106.8439436236126,1743148.078730764
907.1639334501717,1109.5301286852318,822946.4021527877
1103.7430694404684,2581.4156056376387,1218248.7633378666
1982.4410567133427,2567.807380676789,3930072.543342715
2376.653726279426,3194.544222782052,5648482.934637881
2241.532861919075,2036.1264383468374,5024469.571063118
2172.4091101050303,4288.304963573228,4719361.34166733
2637.36931906891,4813.3439095799,6955716.925166006
2142.865356431059,6977.218628719275,4591871.93579241
3187.2898289722584,6717.602982229182,10158816.45387001
2481.966648475254,6370.159120310479,6160158.444143483
1744.2239040461748,2849.2611833594333,3042317.0274460795
1338.070898726308,2018.4918635528018,1790433.7300182297
1069.5011272014497,2543.674337849799,1143832.6610851716
1479.6489171728279,3639.879008647103,2189360.918090722
1622.9664418536995,1925.6555457207053,2634020.071383258
1985.9988290985114,2662.549737863417,3944191.349180658
910.8117612766456,1112.3813576632397,829578.0644798653
975.8418935135452,1975.658133042827,952267.4011361012
1094.6765349734849,421.6392047388847,1198316.7162215554
1270.2535773158083,408.8410839517941,1613544.1506836081
858.0721912895672,301.4885272690134,736287.8854644796
946.217426049171,599.2647239054946,895327.4173591182
1378.1017811287504,1915.7953292026962,1899164.5191502343
1252.8418315506078,2417.838360454824,1569612.6548830813
1259.6663817511371,3150.4968339347724,1586759.3933140014
1469.6770284852169,3417.011506774699,2159950.5680571366
